,Rank,Key,ScoreNorm,Score
327,155,Workshop de Gerencia e Operacao de Redes e Servicos,0.02020202020202019,0.0009233610341643635
328,155,Workshop Developing Tools Plug ins TOPI,0.02020202020202014,0.0009233610341643614
329,155,Workshop Developing Tools Plugins TOPI,0.02020202020202014,0.0009233610341643614
330,155,Workshop Ferramentas Aplicacoes WFA Simposio Brasileiro Sistemas Multimidia Web WebMedia,0.020202020202020287,0.0009233610341643681
331,155,Workshop Manutencao Software Moderna WMSM,0.020202020202020287,0.0009233610341643681
332,155,Workshop Redes Dinamicas Sistemas P P,0.020202020202020287,0.0009233610341643681
333,155,Workshop Science Congresso Sociedade Brasileira Computacao,0.02020202020202019,0.0009233610341643635
334,155,Workshop Teses Dissertacoes Simposio Brasileiro Sistemas Multimidia Web WebMidia,0.02020202020202019,0.0009233610341643635
335,155,WORLDCOMP EEE International Conference Learning Business Enterprise Information Systems Government,0.020202020202020287,0.0009233610341643681
336,155,WWW Internet,0.020202020202020166,0.0009233610341643625
337,338,AAAI Fall Symposium Open Government Knowledge,0.01010101010101007,0.0004616805170821807
338,338,ACM Conference Embedded Networked Sensor Systems SenSys,0.010101010101010095,0.00046168051708218177
339,338,ACM Conference Information Knowledge Managament,0.010101010101010095,0.00046168051708218177
340,338,ACM Conference Recommender Systems,0.010101010101010095,0.00046168051708218177
341,338,ACM conference Recommender systems RECSYS,0.010101010101010144,0.00046168051708218405
342,338,ACM GECCO Genetic Evolutionary Computation Conference,0.010101010101010095,0.00046168051708218177
343,338,ACM GECCO Green Efficient Energy Applications GreenGEC Workshop,0.010101010101010095,0.00046168051708218177
344,338,ACM IEEE International Conference Model Driven Engineering Languages Systems MODELS,0.01010101010101007,0.0004616805170821807
345,338,ACM IEEE Joint Conference Digital Libraries JCDL,0.010101010101010095,0.00046168051708218177
346,338,ACM International Conference Information Knowledge Management,0.010101010101010095,0.00046168051708218177
347,338,ACM International Conference Multimedia,0.010101010101010095,0.00046168051708218177
348,338,ACM International Conference Multimedia Information Retrieval MIR,0.010101010101010095,0.00046168051708218177
349,338,ACM International Conference Ubiquitous Computing Workshop Social Interaction Spatially Separated Environments,0.01010101010101007,0.0004616805170821807
350,338,ACM International Conference Web Science,0.010101010101010095,0.00046168051708218177
351,338,ACM International Conference Web Search Data Mining WSDM,0.010101010101010095,0.00046168051708218177
352,338,ACM International Symposium Mobility Management Wireless Access,0.010101010101010095,0.00046168051708218177
353,338,"ACM International Symposium on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks",0.010101010101010095,0.00046168051708218177
354,338,ACM International Workshop Hot Topics Planet Scale Measurement,0.010101010101010095,0.00046168051708218177
355,338,ACM International Workshop Performance Monitoring Measurement Evaluation Heterogeneous Wireless Wired Networks,0.010101010101010144,0.00046168051708218405
356,338,ACM Journal Data Information Quality,0.010101010101010095,0.00046168051708218177
357,338,ACM SAC MMV,0.01010101010101007,0.0004616805170821807
358,338,ACM SIGCOMM conference Internet measurement conference,0.010101010101010095,0.00046168051708218177
359,338,ACM SIGDOC,0.01010101010101007,0.0004616805170821807
360,338,ACM SIGGRAPH Conference Virtual Reality Continuum its Applications Industry,0.01010101010101007,0.0004616805170821807
361,338,ACM SIGIR Conference Demo Session,0.010101010101010095,0.00046168051708218177
362,338,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,0.010101010101010095,0.00046168051708218177
363,338,ACM SIGKDD International Conference Knowledge Discovery Data Mining,0.010101010101010095,0.00046168051708218177
364,338,ACM SIGKDD International Conference Knowledge Discovery Data Mining KDD,0.010101010101010095,0.00046168051708218177
365,338,ACM SIGMETRICS,0.010101010101010144,0.00046168051708218405
366,338,ACM Sigmetrics,0.010101010101010144,0.00046168051708218405
367,338,ACM SIGMM International Conference Multimedia Information Retrieval,0.010101010101010095,0.00046168051708218177
368,338,ACM SIGMOD Workshop,0.010101010101010144,0.00046168051708218405
369,338,ACM SIGSPATIAL International Workshop Computational Transportation Science IWCTS,0.01010101010101007,0.0004616805170821807
370,338,ACM SIGSPATIAL International Workshop Location Based Social Networks,0.010101010101010095,0.00046168051708218177
371,338,ACM Sigspatial International Workshop Location based Social Networks,0.010101010101010095,0.00046168051708218177
372,338,ACM SIGSPATIAL International Workshop Location Based Social Networks LBSN,0.010101010101010095,0.00046168051708218177
373,338,ACM SPEC International Conference Performance Engineering ICPE,0.010101010101010144,0.00046168051708218405
374,338,ACM Symposium,0.010101010101010095,0.00046168051708218177
375,338,ACM Symposium Document Engeneering,0.01010101010101007,0.0004616805170821807
376,338,ACM Symposium Performance Evaluation Wireless Hoc Sensor Ubiquitous Networks,0.010101010101010095,0.00046168051708218177
377,338,ACM Transactions on Algorithms,0.01010101010101007,0.0004616805170821807
378,338,ACM USENIX Middleware Conference,0.01010101010101007,0.0004616805170821807
379,338,ACM Web Science Conference,0.010101010101010095,0.00046168051708218177
380,338,ACM WebSci,0.010101010101010144,0.00046168051708218405
381,338,ACM WebSci International COnference Web Science,0.010101010101010144,0.00046168051708218405
382,338,ACMIEEE international symposium empirical Software Engineering Measurement,0.010101010101010144,0.00046168051708218405
383,338,Advanced Materials Research,0.010101010101010144,0.00046168051708218405
384,338,Advanced Visual Interfaces AVI,0.01010101010101007,0.0004616805170821807
385,338,Agent Directed Simulation ADS Symposium Spring Simulation Multiconference,0.01010101010101007,0.0004616805170821807
386,338,Agent Directed Simulation Symposium ADS,0.01010101010101007,0.0004616805170821807
387,338,AGILE Conference on Geographic Information Science,0.010101010101010095,0.00046168051708218177
388,338,Alberto Mendelzon Int Workshop Foundations Data Management,0.010101010101010095,0.00046168051708218177
389,338,Alberto Mendelzon Workshop Foundations Data Management,0.010101010101010095,0.00046168051708218177
390,338,Algorithmica (New York. Internet),0.01010101010101007,0.0004616805170821807
391,338,Algorithms Computation St International Symposium ISAAC,0.01010101010101007,0.0004616805170821807
392,338,Algorithms Data Structures Symposium WADS formerly Workshop Algorithms Data Structures,0.01010101010101007,0.0004616805170821807
393,338,ALIO EURO Workshop Applied Combinatorial Optimization,0.010101010101010144,0.00046168051708218405
394,338,ALIO INFORMS,0.010101010101010144,0.00046168051708218405
395,338,Alio Informs joint international meeting,0.010101010101010144,0.00046168051708218405
396,338,AmI International Conference Ubiquitous Computing Ambient Intelligence,0.010101010101010144,0.00046168051708218405
397,338,Analog Integrated Circuits and Signal Processing,0.010101010101010144,0.00046168051708218405
398,338,Analysis in Theory and Applications,0.010101010101010144,0.00046168051708218405
399,338,Annales des Telecommunications,0.010101010101010095,0.00046168051708218177
400,338,Annales des Telecommunications Cessou,0.010101010101010095,0.00046168051708218177
401,338,Annual ACM Conference Research Development Information Retrieval,0.010101010101010095,0.00046168051708218177
402,338,Annual ACM Symposium Applied Computing,0.01010101010101007,0.0004616805170821807
403,338,Annual conference American Helicopter Society,0.01010101010101007,0.0004616805170821807
404,338,Annual Frontiers Education Conference FIE,0.010101010101010095,0.00046168051708218177
405,338,Annual International ACM SIGIR Conference on Research & Development in Information Retrieval,0.010101010101010095,0.00046168051708218177
406,338,annual international conference,0.01010101010101007,0.0004616805170821807
407,338,Annual Meeting Association Computational Linguistics,0.010101010101010095,0.00046168051708218177
408,338,AOSD,0.01010101010101007,0.0004616805170821807
409,338,AOSD Tenth international conference Aspect oriented software development,0.01010101010101007,0.0004616805170821807
410,338,Applied Mathematics and Computation,0.010101010101010144,0.00046168051708218405
411,338,Applied Statistics (Print),0.010101010101010095,0.00046168051708218177
412,338,APPOPT International Conference Approximation Optimization Caribbean,0.010101010101010144,0.00046168051708218405
413,338,APS March Meeting,0.010101010101010144,0.00046168051708218405
414,338,Arquivos de Neuro-Psiquiatria (Impresso),0.010101010101010095,0.00046168051708218177
415,338,Ars Combinatoria,0.010101010101010144,0.00046168051708218405
416,338,Asia Pacific Conference Computer Human Interaction,0.01010101010101007,0.0004616805170821807
417,338,ATMOS Workshop Algorithmic Approaches Transportation Modelling Optimization Systems,0.01010101010101007,0.0004616805170821807
418,338,AutoSoft Workshop Autonomous Software Systems CBSoft,0.01010101010101007,0.0004616805170821807
419,338,Bayesian analysis (Online),0.010101010101010095,0.00046168051708218177
420,338,Bio Inspired Solutions Wireless Sensor Networks Satellite Workshop Genetic Evolutionary Computation Conference,0.010101010101010095,0.00046168051708218177
421,338,Bioinformatics Oxford,0.010101010101010144,0.00046168051708218405
422,338,BIOMAT International Symposium Mathematical Computational Biology,0.010101010101010144,0.00046168051708218405
423,338,BMC Bioinformatics,0.010101010101010144,0.00046168051708218405
424,338,BMC Structural Biology (Online),0.010101010101010095,0.00046168051708218177
425,338,Boletim Ciencias Geodesicas,0.010101010101010095,0.00046168051708218177
426,338,Brasilian Conference Software Theory Practice,0.010101010101010144,0.00046168051708218405
427,338,Brazilian Conference Software Theory Practice CBSoft,0.010101010101010144,0.00046168051708218405
428,338,Brazilian Logic Conference,0.010101010101010144,0.00046168051708218405
429,338,Brazilian Robotics Symposium Latin American Robotics Symposium,0.010101010101010095,0.00046168051708218177
430,338,Brazilian Simposium Bioinformatics,0.010101010101010144,0.00046168051708218405
431,338,Brazilian Sympoisum Software Engineering,0.010101010101010144,0.00046168051708218405
432,338,Brazilian Symposium Computer Games Digital Entertainment SBGAmes,0.01010101010101007,0.0004616805170821807
433,338,Brazilian Symposium Computer Games Digital Entertainment SBGames,0.01010101010101007,0.0004616805170821807
434,338,Brazilian Symposium Computer Networks Distributed Systems Tools Session,0.01010101010101007,0.0004616805170821807
435,338,Brazilian Symposium Databases,0.010101010101010095,0.00046168051708218177
436,338,Brazilian Symposium Databases SBBD,0.010101010101010095,0.00046168051708218177
437,338,Brazilian Symposium Information Human Language Tecnhology,0.01010101010101007,0.0004616805170821807
438,338,Brazilian Symposium on Artificial Intelligence,0.01010101010101007,0.0004616805170821807
439,338,Brazilian Symposium Programming Language,0.010101010101010095,0.00046168051708218177
440,338,Brazilian Symposium Software Engineering,0.010101010101010095,0.00046168051708218177
441,338,Brazilian Symposyum Human Factors Computer Systems IHC,0.01010101010101007,0.0004616805170821807
442,338,Brazilian Workshop Game Theory Society BWGT,0.010101010101010144,0.00046168051708218405
443,338,Brazilian Workshop Social Network Analysis Mining,0.010101010101010095,0.00046168051708218177
444,338,Business & Information Systems Engineering,0.01010101010101007,0.0004616805170821807
445,338,CBSoft,0.010101010101010095,0.00046168051708218177
446,338,CBSoft Sessao Ferramentas,0.010101010101010095,0.00046168051708218177
447,338,CBSoft Sessao Ferramentas ACM SIGSoft Brazilian Symposium Software Engineering SBES,0.01010101010101007,0.0004616805170821807
448,338,CBSoft Simposio Brasileiro Engenharia Software,0.010101010101010095,0.00046168051708218177
449,338,Chip Cliffs Student Forum,0.010101010101010095,0.00046168051708218177
450,338,Chip Sampa Student Forum,0.010101010101010095,0.00046168051708218177
451,338,Chllenges Science Workshop CIS SBAC PAD,0.010101010101010144,0.00046168051708218405
452,338,Ciencia Hoje,0.010101010101010144,0.00046168051708218405
453,338,CIKM ACM Conference Information Knowledge Management,0.010101010101010095,0.00046168051708218177
454,338,Cladistics (Westport. Print),0.010101010101010095,0.00046168051708218177
455,338,CLEI Electronic Journal,0.010101010101010144,0.00046168051708218405
456,338,CLOUD,0.010101010101010144,0.00046168051708218405
457,338,Cloud Futures,0.01010101010101007,0.0004616805170821807
458,338,Cluster Computing,0.010101010101010095,0.00046168051708218177
459,338,CMA Workshop,0.01010101010101007,0.0004616805170821807
460,338,Collaboration Electronic messaging Anti Abuse Spam Conference CEAS,0.010101010101010095,0.00046168051708218177
461,338,Collaboration Technology International Conference CRIWG,0.01010101010101007,0.0004616805170821807
462,338,Cologne--Twente Workshop on graphs and combinatorial optimization,0.010101010101010144,0.00046168051708218405
463,338,Coloquio Matematica Regiao Norte,0.010101010101010144,0.00046168051708218405
464,338,Combinatorial Pattern Matching,0.01010101010101007,0.0004616805170821807
465,338,Communications of the ACM,0.01010101010101007,0.0004616805170821807
466,338,Computational Management Science (Print),0.010101010101010144,0.00046168051708218405
467,338,Computational Mathematical Methods Medicine Print,0.010101010101010095,0.00046168051708218177
468,338,Computational Optimization and Applications,0.010101010101010144,0.00046168051708218405
469,338,Computational Statistics & Data Analysis (Print),0.010101010101010095,0.00046168051708218177
470,338,Computational Statistics (Zeitschrift),0.010101010101010095,0.00046168051708218177
471,338,"Computer (Long Beach, Calif. Print)",0.01010101010101007,0.0004616805170821807
472,338,Computer Graphics Forum (Print),0.010101010101010144,0.00046168051708218405
473,338,"Computer Languages, Systems & Structures",0.01010101010101007,0.0004616805170821807
474,338,Computer Methods and Programs in Biomedicine (Print),0.010101010101010095,0.00046168051708218177
475,338,Computer Science Engineering,0.010101010101010144,0.00046168051708218405
476,338,Computer Supported Cooperative Work Design CSCWD International Conference,0.010101010101010144,0.00046168051708218405
477,338,Computers & Graphics,0.01010101010101007,0.0004616805170821807
478,338,Computers and Education,0.01010101010101007,0.0004616805170821807
479,338,Computers Entertainment CIE,0.01010101010101007,0.0004616805170821807
480,338,Computing Australasian Theory Symposium CATS,0.010101010101010144,0.00046168051708218405
481,338,Concurrency Computation Practice Experience,0.01010101010101007,0.0004616805170821807
482,338,Concurso Teses Dissertacoes Congresso Sociedade Brasileira Computacao,0.010101010101010095,0.00046168051708218177
483,338,Concurso Teses Dissertacoes CTD,0.010101010101010095,0.00046168051708218177
484,338,Concurso Teses Dissertacoes Inteligencia Artificial,0.010101010101010095,0.00046168051708218177
485,338,Concurso TEses Dissertacoes Qualidade Software SBQS,0.010101010101010144,0.00046168051708218405
486,338,Concurso Teses Dissertacoes Sociedadade Brasileira Computacao,0.010101010101010095,0.00046168051708218177
487,338,Concurso Trabalhos Iniciacao Cientifica SBC CTIC,0.010101010101010095,0.00046168051708218177
488,338,Conference Collaboration Technology CRIWG,0.010101010101010144,0.00046168051708218405
489,338,Conference Computer Supported Cooperative Work,0.01010101010101007,0.0004616805170821807
490,338,Conference Labs Evaluation Forum,0.010101010101010095,0.00046168051708218177
491,338,Conference on Human Factors in Computing Systems,0.010101010101010095,0.00046168051708218177
492,338,Conference on Software Engineering Education and Training,0.010101010101010144,0.00046168051708218405
493,338,Conference User Modeling Adaptation Personalization UMAP,0.01010101010101007,0.0004616805170821807
494,338,Conferencia ANPET Associacao Nacional Pesquisa Ensino Transporte,0.010101010101010095,0.00046168051708218177
495,338,Congresso Brasileiro Cartografia,0.010101010101010095,0.00046168051708218177
496,338,Congresso Brasileiro de Informatica em Saude,0.01010101010101007,0.0004616805170821807
497,338,Congresso Brasileiro Engenharia Biomedica,0.010101010101010144,0.00046168051708218405
498,338,Congresso Brasileiro Intelige ncia Computacional,0.010101010101010144,0.00046168051708218405
499,338,Congresso Brasileiro Pesquisas Cafeeiras,0.010101010101010095,0.00046168051708218177
500,338,Congresso Brasileiro Software Teoria Pratica CBSoft Sessao ferramentas,0.010101010101010144,0.00046168051708218405
501,338,Congresso Brasileiro Software Teoria Pratica CBSoft Workshop sobre Sistemas Software Autonomos AutoSoft Congresso Brasileiro Software Teoria Pratica CBSoft Workshop sobre Sistemas Software Autonomos AutoSoft,0.01010101010101007,0.0004616805170821807
502,338,Congresso Brasileiro Software Teoria Pratica Sessao Ferramentas,0.010101010101010095,0.00046168051708218177
503,338,Congresso Ibero Americano Engenharia Software CIbSE,0.01010101010101007,0.0004616805170821807
504,338,Congresso Iberoamericano,0.010101010101010144,0.00046168051708218405
505,338,Congresso Nacional de Matematica Aplicada e Computacional,0.010101010101010144,0.00046168051708218405
506,338,Congresso Nacional Engenharia Mecanica,0.010101010101010144,0.00046168051708218405
507,338,Congresso Pos graduacao Universidade Federal Lavras,0.010101010101010095,0.00046168051708218177
508,338,Congresso Sociedade Brasileira Computacao CSBC,0.010101010101010095,0.00046168051708218177
509,338,Congresso Sociedade Brasileira Computacao Science,0.010101010101010095,0.00046168051708218177
510,338,CRIWG,0.01010101010101007,0.0004616805170821807
511,338,CSCWD,0.010101010101010144,0.00046168051708218405
512,338,CTDQS Concurso Teses Dissertacoes Qualidade Software SBQS,0.010101010101010144,0.00046168051708218405
513,338,CTW,0.010101010101010144,0.00046168051708218405
514,338,DALI DEXA workshops,0.01010101010101007,0.0004616805170821807
515,338,Data & Knowledge Engineering,0.01010101010101007,0.0004616805170821807
516,338,Data Compression Conference DCC,0.01010101010101007,0.0004616805170821807
517,338,Demography Online,0.010101010101010095,0.00046168051708218177
518,338,Discrete Mathematics and Theoretical Computer Science (Online),0.010101010101010144,0.00046168051708218405
519,338,Discrete Optimization,0.010101010101010095,0.00046168051708218177
520,338,Disputatio (Lisboa),0.01010101010101007,0.0004616805170821807
521,338,Distributed and Parallel Databases,0.010101010101010144,0.00046168051708218405
522,338,DIVERS ACM RECSYS Workshop Novelty Diversity Recommender Systems,0.010101010101010095,0.00046168051708218177
523,338,Doctoral Symposium International Conference Software Reuse,0.010101010101010144,0.00046168051708218405
524,338,Ecological Applications,0.010101010101010095,0.00046168051708218177
525,338,EEE International Symposium Computer Architecture High Performance Computing,0.010101010101010095,0.00046168051708218177
526,338,ELAVIO Escuela Latinoamericana Verano Investigacion Operativa,0.010101010101010144,0.00046168051708218405
527,338,ELAVIO Escuela Latinoamericana Verano Investigacion Operativa Asociacion Latino Iberoamericana Investigacion Operativa,0.010101010101010144,0.00046168051708218405
528,338,Electronic Notes in Theoretical Computer Science,0.01010101010101007,0.0004616805170821807
529,338,Eleventh International Conference Autonomous Agents Multiagent Systems AAMAS,0.01010101010101007,0.0004616805170821807
530,338,Eleventh SIAM International Conference Data Mining,0.010101010101010095,0.00046168051708218177
531,338,EMBO Conference Series Catalytic mechanisms biological systems Catalytic mechanisms biological systems interface between chemistry biology,0.010101010101010095,0.00046168051708218177
532,338,Emerging Computational Methods Life Sciences ECMLS Workshop,0.010101010101010144,0.00046168051708218405
533,338,Encontro Linguistica Corpus ELC,0.01010101010101007,0.0004616805170821807
534,338,Encontro Nacional Estudos Populacionais,0.010101010101010095,0.00046168051708218177
535,338,Encontro Nacional Fisica Materia Condensada ENFMC,0.010101010101010095,0.00046168051708218177
536,338,Encontro Nacional Inteligencia Artificial,0.010101010101010095,0.00046168051708218177
537,338,Encontro nacional Inteligencia Artificial ENIA,0.010101010101010144,0.00046168051708218405
538,338,Encontro Nacional Inteligencia Artificial ENIA,0.010101010101010095,0.00046168051708218177
539,338,Energy Economics,0.010101010101010144,0.00046168051708218405
540,338,EngOpt International Conference Engineering,0.010101010101010144,0.00046168051708218405
541,338,ESAIM Control Optimization Calculus Variations,0.010101010101010144,0.00046168051708218405
542,338,eScience Workshop,0.010101010101010144,0.00046168051708218405
543,338,Escola Regional Informatica Minas Gerais,0.010101010101010095,0.00046168051708218177
544,338,Escola Regional Informatica Rio Janeiro,0.010101010101010144,0.00046168051708218405
545,338,Escola Regional Redes Computadores,0.010101010101010095,0.00046168051708218177
546,338,ESELAW Experimental Software Engineering Latin American Workshop,0.010101010101010144,0.00046168051708218405
547,338,ESEM International Symposium Empirical Software Engineering Measurement,0.010101010101010144,0.00046168051708218405
548,338,EUD International Symposium End User Development,0.01010101010101007,0.0004616805170821807
549,338,EURO,0.010101010101010144,0.00046168051708218405
550,338,Eurographics European Computer Graphics Conference Exhibition,0.01010101010101007,0.0004616805170821807
551,338,Euromicro Conference on Software Engineering and Advanced Applications,0.010101010101010144,0.00046168051708218405
552,338,Euromicro International Conference on Parallel Distributed and network--based Processing,0.010101010101010095,0.00046168051708218177
553,338,Euromicro International Conference Parallel Distributed Network Based Computing,0.010101010101010095,0.00046168051708218177
554,338,European Conference,0.010101010101010144,0.00046168051708218405
555,338,European Conference Machine Learning Principles Practices Knowledge Discovery Databases,0.010101010101010095,0.00046168051708218177
556,338,European Conference Machine Learning Principles Practices Knowledge Discovery Databases PKDD,0.010101010101010095,0.00046168051708218177
557,338,European Conference on Combinatorics Graph Theory and Applications,0.010101010101010144,0.00046168051708218405
558,338,European Conference Principles Practice Knowledge Production Computer Science,0.010101010101010095,0.00046168051708218177
559,338,European Journal of Scientific Research,0.010101010101010144,0.00046168051708218405
560,338,EUROPT Workshop European Working Group Continuous Optimization,0.010101010101010144,0.00046168051708218405
561,338,Experimental Software Engineering Latin American Workshop,0.010101010101010144,0.00046168051708218405
562,338,Extraction gestion connaissances EGC,0.010101010101010095,0.00046168051708218177
563,338,Extreme Conference Communication,0.010101010101010095,0.00046168051708218177
564,338,Extreme Conference Communication ExtremeCom,0.010101010101010095,0.00046168051708218177
565,338,First Monday (Online),0.010101010101010095,0.00046168051708218177
566,338,Fonte (Belo Horizonte),0.010101010101010095,0.00046168051708218177
567,338,FOSD Proceedings International Workshop Feature Oriented Software Development,0.01010101010101007,0.0004616805170821807
568,338,Fourteenth Conference Computational Natural Language Learning Shared Task CoNLL,0.01010101010101007,0.0004616805170821807
569,338,Fourteenth IEEE International EDOC Conference,0.010101010101010144,0.00046168051708218405
570,338,Functional Constraint Logic Programming,0.01010101010101007,0.0004616805170821807
571,338,Gastroenterologie Clinique Biologique,0.010101010101010095,0.00046168051708218177
572,338,GECCO Bio Inspired Solutions Wireless Sensor Networks Workshop,0.010101010101010095,0.00046168051708218177
573,338,Genetic and Evolutionary Computation Conference,0.010101010101010095,0.00046168051708218177
574,338,Genetic Evolutionary Computation Concerence GECCO,0.010101010101010095,0.00046168051708218177
575,338,Genetic Programming Evolvable Machines,0.010101010101010095,0.00046168051708218177
576,338,GESTS International Transactions on Computer Science and Engineering,0.010101010101010144,0.00046168051708218405
577,338,Globecom,0.010101010101010095,0.00046168051708218177
578,338,Graphical Models (Print),0.010101010101010144,0.00046168051708218405
579,338,Group Decision and Negotiation,0.010101010101010144,0.00046168051708218405
580,338,HAIS International Conference Hybrid Artificial Intelligence Systems,0.010101010101010144,0.00046168051708218405
581,338,HCI International Internationalization Design Global Development,0.01010101010101007,0.0004616805170821807
582,338,HCI International Universal Access Human Computer Interaction,0.01010101010101007,0.0004616805170821807
583,338,High Performance Computing Computational Science,0.010101010101010144,0.00046168051708218405
584,338,HPDC,0.010101010101010095,0.00046168051708218177
585,338,Hylo Hybrid Logic Workshop FLOCS,0.01010101010101007,0.0004616805170821807
586,338,IADIS International Conference on Applied Computing,0.010101010101010095,0.00046168051708218177
587,338,IADIS International Journal on WWWInternet,0.010101010101010144,0.00046168051708218405
588,338,IADIS Telecommunications Networks Systems TNS,0.010101010101010095,0.00046168051708218177
589,338,IADIS WWW Internet Conference,0.010101010101010095,0.00046168051708218177
590,338,Ibero American Conference Software Engineering CIbSE,0.010101010101010144,0.00046168051708218405
591,338,Iberoamerican Conference Software Engineering CIbSE,0.010101010101010144,0.00046168051708218405
592,338,Iberoamerican Congress on Pattern Recognition,0.010101010101010095,0.00046168051708218177
593,338,ICALP,0.01010101010101007,0.0004616805170821807
594,338,ICCCN Workshop Multimedia Computing Communications,0.01010101010101007,0.0004616805170821807
595,338,ICIN International Conference Intelligence Next Generation Networks Weaving Applications into Network Fabric,0.010101010101010095,0.00046168051708218177
596,338,ICITA International Conference Information Technology Application,0.010101010101010095,0.00046168051708218177
597,338,iConference,0.010101010101010095,0.00046168051708218177
598,338,ICOR,0.010101010101010144,0.00046168051708218405
599,338,ICOR International Conference Operations Research,0.010101010101010144,0.00046168051708218405
600,338,ICSE Workshop Flexible Modeling Tools,0.01010101010101007,0.0004616805170821807
601,338,ICSP International Conference Software Process,0.010101010101010095,0.00046168051708218177
602,338,IEEE ACM Symposium Distributed Simulation Real Time Applications,0.010101010101010095,0.00046168051708218177
603,338,IEEE Annual Computer Software Applications Conference COMPSAC,0.01010101010101007,0.0004616805170821807
604,338,IEEE Communications Letters (Print),0.010101010101010095,0.00046168051708218177
605,338,IEEE Communications Magazine (Print),0.01010101010101007,0.0004616805170821807
606,338,IEEE Conference Computational Intelligence Games CIG,0.010101010101010095,0.00046168051708218177
607,338,IEEE Congree Evolutionary Computation,0.010101010101010095,0.00046168051708218177
608,338,IEEE ECBS,0.01010101010101007,0.0004616805170821807
609,338,IEEE Frontiers Education Conference FIE,0.010101010101010095,0.00046168051708218177
610,338,IEEE Global Telecommunications Conference,0.010101010101010095,0.00046168051708218177
611,338,IEEE Globecom,0.010101010101010144,0.00046168051708218405
612,338,IEEE IACSIT International Conference Mechanical Engineer Robotics Aeroespace ICEMERA,0.010101010101010144,0.00046168051708218405
613,338,IEEE IFIP International Symposium Integrated Network Management,0.010101010101010095,0.00046168051708218177
614,338,IEEE Infocom,0.010101010101010095,0.00046168051708218177
615,338,IEEE Information Theory Workshop,0.010101010101010144,0.00046168051708218405
616,338,IEEE International Conference Cloud Computing Cloud,0.01010101010101007,0.0004616805170821807
617,338,IEEE International Conference Digital Ecosystems Technologies DEST Complex Environment Engineering,0.010101010101010144,0.00046168051708218405
618,338,IEEE International Conference eScience,0.010101010101010144,0.00046168051708218405
619,338,IEEE International Conference EScience eScience,0.010101010101010144,0.00046168051708218405
620,338,IEEE International Conference Global Software Engineering ICGSE,0.010101010101010144,0.00046168051708218405
621,338,IEEE International Conference Information Reuse Integration IRI,0.010101010101010144,0.00046168051708218405
622,338,IEEE International Conference Multimedia Expo ICME,0.01010101010101007,0.0004616805170821807
623,338,IEEE International Conference on Engineering of Complex Computer Systems,0.01010101010101007,0.0004616805170821807
624,338,IEEE International Conference on Image Processing,0.010101010101010095,0.00046168051708218177
625,338,IEEE International Conference on Multimedia and Expo,0.010101010101010095,0.00046168051708218177
626,338,IEEE International Conference on Systems Man and Cybernetics,0.010101010101010095,0.00046168051708218177
627,338,IEEE International Conference on Tools with Artificial Intelligence,0.010101010101010095,0.00046168051708218177
628,338,IEEE International Conference Self Adaptive Self Organizing Systems SASO,0.01010101010101007,0.0004616805170821807
629,338,IEEE International Conference Semantic Computing ICSC,0.01010101010101007,0.0004616805170821807
630,338,IEEE International Conference Semantic Computing IEEE ICSC,0.01010101010101007,0.0004616805170821807
631,338,IEEE International Conference Software Maintenance ICSM,0.01010101010101007,0.0004616805170821807
632,338,IEEE International Conference Software Testing Verification Validation Workshops ICSTW,0.010101010101010144,0.00046168051708218405
633,338,IEEE International Conference Systems Man Cybernetics SMC,0.010101010101010095,0.00046168051708218177
634,338,IEEE International Geoscience and Remote Sensing Symposium,0.010101010101010095,0.00046168051708218177
635,338,IEEE International Requirements Engineering Conference,0.01010101010101007,0.0004616805170821807
636,338,IEEE International Symposium Computer Architecture High Performance Computing,0.010101010101010095,0.00046168051708218177
637,338,IEEE International Symposium Computer Architecture High Performance Computing SBAC PAD,0.010101010101010095,0.00046168051708218177
638,338,IEEE International Symposium Modeling Analysis Simulation Computer Telecommunication Systems MASCOTS,0.010101010101010144,0.00046168051708218405
639,338,IEEE International Symposium on Circuits and Systems,0.010101010101010144,0.00046168051708218405
640,338,IEEE International Symposium Parallel Distributed Processing with Applications,0.010101010101010095,0.00046168051708218177
641,338,IEEE International Symposium Service Oriented System Engineering SOSE,0.01010101010101007,0.0004616805170821807
642,338,IEEE International Symposium Social Intelligence Networking SIN,0.010101010101010095,0.00046168051708218177
643,338,IEEE International Symposium Software Reliability Engineering ISSRE,0.01010101010101007,0.0004616805170821807
644,338,IEEE International Symposium World Wireless Mobile Multimedia Networks WoWMoM,0.010101010101010144,0.00046168051708218405
645,338,IEEE International Workshop Selected Topics Wireless Mobile Computing,0.010101010101010095,0.00046168051708218177
646,338,IEEE Joint Conference Digital Libraries,0.010101010101010095,0.00046168051708218177
647,338,IEEE Joint VORTE MOST Workshop,0.010101010101010144,0.00046168051708218405
648,338,IEEE Journal on Selected Areas in Communications (Print),0.010101010101010095,0.00046168051708218177
649,338,IEEE Latin American Regional Conference Engineering Computer Based Systems,0.01010101010101007,0.0004616805170821807
650,338,IEEE Latin American Robotics Symposium,0.010101010101010095,0.00046168051708218177
651,338,IEEE Latin American Symposium Circuits Systems,0.010101010101010144,0.00046168051708218405
