University of Arkansas Main Campus,0.04,Brigham Young University,16200,Universidade Federal de Campina Grande,0,New Mexico State University Main Campus,0.1388012618,University of South Florida,16214,Brigham Young University,17295,Georgia State University,508.4894998,University of Tennessee,0.002939309067
Brigham Young University,0.039,Washington State University,15737,Universidade Federal da Bahia,0,Universidade de Fortaleza,0.1368501529,Washington State University,15698,University of Oklahoma Norman Campus,17098,Oregon State University,474.0182164,Vanderbilt University,0.002714951311
University of Oklahoma Norman Campus,0.038,University of Alabama at Birmingham,15357,Washington State University,0,Kent State University Main Campus,0,University of Alabama at Birmingham,15359,University of South Florida,16379,Harvard University,469.3271263,University of Connecticut,0.002519751424
Georgia State University,0.033,Yale University,14861,University of Kentucky,0,Universidade Federal do Esp\xc3\xadrito Santo,0,Yale University,14868,Dartmouth College,14901,Universidade de Fortaleza,446.4368388,Yale University,0.002380187382
Dartmouth College,0.033,Georgia State University,14255,Florida State University,0,Universidade Federal do Rio Grande de Norte,0,Georgia State University,14238,Georgia State University,14654,College of William and Mary,431.6627915,Universidade Federal de Pernambuco,0.002234242529
Florida State University,0.031,Dartmouth College,13396,Universidade Federal do Esp\xc3\xadrito Santo,0,Universidade Federal de Pernambuco,0,Dartmouth College,13460,University of Alabama at Birmingham,14369,City University of New York Grad. Center,393.7966218,Florida Institute of Technology,0.002132168935
Kent State University Main Campus,0.031,Universidade Federal do Rio de Janeiro,13030,Universidade Federal de Pernambuco,0,Universidade Federal de S\xc3\xa3o Carlos,0,University of Memphis,13027,Universidade Federal do Rio de Janeiro,13400,University of North Texas,368.9801459,Georgia State University,0.002113183609
Universidade Federal do Rio de Janeiro,0.03,University of Memphis,12996,Pontif\xc3\xadcia Universidade Cat\xc3\xb3lica do Paran\xc3\xa1,0,Universidade Federal de Santa Catarina,0,Universidade Federal do Rio de Janeiro,13023,Kent State University Main Campus,13250,Florida State University,362.1604478,Auburn University,0.00211164816
University of Alabama at Birmingham,0.029,University of Cincinnati Main Campus,12608,Universidade Federal do Paran\xc3\xa1,0,Yale University,0,University of Cincinnati Main Campus,12614,University of Memphis,12640,Southern Methodist University,362.1604478,Universidade Federal do Ceará,0.002043481232
University of New Mexico Main Campus,0.027,Kent State University Main Campus,12103,Oklahoma State University Main Campus,0,Georgia State University,0,Kent State University Main Campus,12082,University of Cincinnati Main Campus,12412,University of Chicago,358.9156979,University of South Florida,0.002029213342
University of Memphis,0.026,Florida State University,11776,Universidade Federal de S\xc3\xa3o Carlos,0,Vanderbilt University,0,Florida State University,11770,Florida Institute of Technology,12010,University of South Florida,304.5648301,University of Cincinnati Main Campus,0.001896365205
Mississippi State University,0.026,Florida Institute of Technology,11166,Universidade Federal de Santa Catarina,0,Universidade Federal da Bahia,0,Universidade Federal de São Carlos,11168,Florida State University,11991,Florida Institute of Technology,298.5966783,City University of New York Grad. Center,0.00181815267
Florida Institute of Technology,0.026,Universidade Federal de São Carlos,11086,Universidade Federal Fluminense,0,University of Georgia,0,Florida Institute of Technology,11153,University of New Mexico Main Campus,11669,Clemson University,254.2447499,University of Southern Mississippi,0.00180297803
University of Cincinnati Main Campus,0.026,Pontifícia Universidade Católica do Rio Grande do Sul,10192,University of Oklahoma Norman Campus,0,Boston University,0,Pontifícia Universidade Católica do Rio Grande do Sul,10143,Universidade Federal de São Carlos,11214,Universidade Federal de Campina Grande,254.2447499,Southern Methodist University,0.001763374772
Texas Tech University,0.024,Clemson University,9088,University of Southern Mississippi,0,Universidade Federal do Paran\xc3\xa1,0,Clemson University,9089,Mississippi State University,10624,Yale University,254.2447499,New Mexico State University Main Campus,0.001597824559
University of Alabama,0.022,University of Alabama,9066,Southern Methodist University,0,Universidade Federal Fluminense,0,University of Alabama,9063,Texas Tech University,9935,University of Southern Mississippi,254.2447499,University of New Mexico Main Campus,0.00146938035
Universidade Federal de São Carlos,0.021,University of New Mexico Main Campus,8978,Auburn University,0,Harvard University,0,University of New Mexico Main Campus,8978,New Mexico State University Main Campus,9434,New Mexico State University Main Campus,254.2447499,Mississippi State University,0.001415162535
New Mexico State University Main Campus,0.02,City University of New York Grad. Center,8618,University of Oregon,0,Oklahoma State University Main Campus,0,City University of New York Grad. Center,8654,Pontifícia Universidade Católica do Rio Grande do Sul,9147,Auburn University,254.2447499,Pontifícia Universidade Católica do Rio Grande do Sul,0.001407284289
City University of New York Grad. Center,0.02,Mississippi State University,8523,University of Connecticut,0,Florida State University,0,Mississippi State University,8461,Universidade Federal Fluminense,9107,University of Connecticut,254.2447499,College of William and Mary,0.001398138989
Universidade Federal Fluminense,0.019,Universidade Federal do Ceará,8347,Yale University,0,Pontif\xc3\xadcia Universidade Cat\xc3\xb3lica do Paran\xc3\xa1,0,Universidade Federal do Ceará,8355,Clemson University,8989,Universidade Federal do Rio de Janeiro,225.2438399,Universidade Federal Fluminense,0.001351598587
Kansas State University,0.019,Universidade Federal Fluminense,8302,Kent State University Main Campus,0,University of Chicago,0,Universidade Federal Fluminense,8304,University of Alabama,8934,Universidade Federal do Paranﺃ­,215.8313958,University of Alabama,0.001299536741
College of William and Mary,0.018,Universidade de São Paulo,8203,University of New Mexico Main Campus,0,Universidade Federal de Campina Grande,0,Universidade de São Paulo,8248,Universidade de São Paulo,8717,Universidade Federal de Sﺃ£o Carlos,215.8313958,Kansas State University,0.001259818565
Clemson University,0.018,New Mexico State University Main Campus,8132,Syracuse University Main Campus,0,Kansas State University,0,Universidade Federal do Paraná,8133,Kansas State University,8708,Kansas State University,215.8313958,Texas Tech University,0.001135434347
Auburn University,0.018,Universidade Federal do Paraná,8131,New Mexico State University Main Campus,0,University of New Mexico Main Campus,0,New Mexico State University Main Campus,8115,Universidade Federal do Ceará,8286,Universidade Federal Fluminense,107.9156979,University of Chicago,0.00113291301
Universidade de São Paulo,0.018,Texas Tech University,7932,University of South Florida,0,Texas Tech University,0,Texas Tech University,7897,Universidade Federal do Paraná,8197,Universidade de Brasﺃﺝlia,77.59122135,Universidade de Fortaleza,0.00112549113
Pontifícia Universidade Católica do Rio Grande do Sul,0.017,College of William and Mary,7446,University of Arizona,0,Penn State University,0,College of William and Mary,7445,City University of New York Grad. Center,8003,University of Alabama,65.30122949,Clemson University,0.0009252839814
Universidade Federal do Paraná,0.017,Universidade Federal do Espírito Santo,7422,College of William and Mary,0,University of Kentucky,0,Universidade Federal do Espírito Santo,7437,College of William and Mary,7623,Universidade Federal de Uberlﺃﺂndia,44.35192836,Universidade Federal do Rio de Janeiro,0.0008801949258
Southern Methodist University,0.016,Kansas State University,7359,University of Chicago,0,Mississippi State University,0,Kansas State University,7354,Auburn University,7142,Universidade Federal de Mato Grosso do Sul,44.35192836,Universidade Federal de Campina Grande,0.000780500026
Universidade Federal do Ceará,0.015,Universidade Federal de Campina Grande,7025,Penn State University,0,State University of New York at Binghamton,0,Universidade Federal de Campina Grande,7022,Universidade Federal do Espírito Santo,7083,University of Memphis,44.35192836,Universidade Federal do Paraná,0.0007491585858
University of Southern Mississippi,0.015,Auburn University,6923,Texas Tech University,0,University of Oklahoma Norman Campus,0,Auburn University,6954,Southern Methodist University,7000,Universidade Federal do Espﺃﺝrito Santo,31.6988152,University of Memphis,0.0006460794683
Universidade Federal do Espírito Santo,0.014,Southern Methodist University,6619,Vanderbilt University,0,Clemson University,0,Southern Methodist University,6596,Universidade Federal de Campina Grande,6655,Universidade de Sﺃ£o Paulo,0,Universidade Federal de São Carlos,0.0005820893465
Universidade Federal de Uberlândia,0.012,Universidade Federal de Uberlândia,6083,University of Georgia,0,University of Oregon,0,Universidade Federal de Uberlândia,6098,University of Southern Mississippi,6410,Texas Tech University,0,University of Alabama In Huntsville,0.0005659461249
Universidade Federal de Campina Grande,0.012,University of Southern Mississippi,5609,Mississippi State University,0,University of Alabama In Huntsville,0,Universidade de Fortaleza,5597,Universidade Federal de Uberlândia,6390,Mississippi State University,0,Universidade de São Paulo,0.0004111495782
Pontifícia Universidade Católica do Paraná,0.011,Universidade de Fortaleza,5604,University of North Texas,0,Universidade do Vale do Rio dos Sinos,0,University of Southern Mississippi,5584,Pontifícia Universidade Católica do Paraná,5406,Vanderbilt University,0,Oklahoma State University Main Campus,0.0003676395864
Universidade de Fortaleza,0.011,Universidade Federal do Rio Grande de Norte,5543,Clemson University,0,Temple University,0,Universidade Federal do Rio Grande de Norte,5534,Universidade de Fortaleza,5309,University of Alabama In Huntsville,0,Universidade de Brasília,0.0002539037873
Oklahoma State University Main Campus,0.011,Pontifícia Universidade Católica do Paraná,5493,Brigham Young University,0,Auburn University,0,Pontifícia Universidade Católica do Paraná,5490,Universidade Federal do Rio Grande de Norte,4946,Western Michigan University,0,Western Michigan University,0.0002227216796
Universidade Federal do Rio Grande de Norte,0.01,Oklahoma State University Main Campus,4890,Kansas State University,0,University of Alabama at Birmingham,0,Oklahoma State University Main Campus,4880,Oklahoma State University Main Campus,4387,Universidade do Vale do Rio dos Sinos,0,Universidade Federal de Santa Catarina,0.0002094626042
Universidade Federal de Santa Catarina,0.009,Universidade Federal de Santa Catarina,4437,University of Alabama In Huntsville,0,Western Michigan University,0,Universidade Federal de Santa Catarina,4428,Universidade Federal de Santa Catarina,4138,Universidade Federal de Santa Catarina,0,Universidade Federal de Uberlândia,0.000165442199
University of Alabama In Huntsville,0.008,Universidade de Brasília,3973,Temple University,0,Southern Methodist University,0,Universidade de Brasília,3960,Universidade de Brasília,3871,Universidade Federal da Bahia,0,Universidade Federal do Espírito Santo,0.0001650443192
Universidade de Brasília,0.007,University of Alabama In Huntsville,3694,University of Virginia,0,University of Southern Mississippi,0,University of Alabama In Huntsville,3700,University of Alabama In Huntsville,3663,Pontifﺃﺝcia Universidade Catﺃ٣lica do Paranﺃ­,0,Universidade do Vale do Rio dos Sinos,0.0001526000382
Western Michigan University,0.006,Western Michigan University,2363,University of Alabama at Birmingham,0,University of Arizona,0,Western Michigan University,2362,Western Michigan University,2300,Oklahoma State University Main Campus,0,Universidade Federal da Bahia,0.0001255178471
Universidade do Vale do Rio dos Sinos,0.004,Universidade do Vale do Rio dos Sinos,2079,Georgia State University,0,College of William and Mary,0,Universidade do Vale do Rio dos Sinos,2077,Universidade do Vale do Rio dos Sinos,2024,Washington State University,0,Universidade Federal de Mato Grosso do Sul,0.0001049512477
Universidade Federal de Mato Grosso do Sul,0.003,Universidade Federal de Mato Grosso do Sul,1339,Western Michigan University,0,Universidade de S\xc3\xa3o Paulo,0,Universidade Federal de Mato Grosso do Sul,1339,Universidade Federal de Mato Grosso do Sul,1370,Universidade Federal do Rio Grande de Norte,0,Pontifícia Universidade Católica do Paraná,6.37E-05
Universidade Federal da Bahia,0.003,Universidade Federal da Bahia,1078,University of Cincinnati Main Campus,0,University of Cincinnati Main Campus,0,Universidade Federal da Bahia,1077,Universidade Federal da Bahia,1055,University of New Mexico Main Campus,0,Universidade Federal do Rio Grande de Norte,4.46E-05
