,Akey,APsize,Information retrieval,Information retrievalyear score,Information retrievalyear combined
6235,Manuel A. Pérez-Quiñones,93,5216.0,0.0062162839981,32.4241373341
11311,Giuseppe Carenini,83,6207.0,0.00518887419366,32.20734212
62540,Geraldo Zimbrão,25,801.0,0.04,32.04
6155,Gillian Dobbie,114,5780.0,0.00553447152256,31.9892454004
16700,Amar Mukherjee,65,4368.0,0.00729281848489,31.855031142
552,Yoshua Bengio,211,13400.0,0.00236966824645,31.7535545024
6636,Timothy Baldwin,108,8798.0,0.00358197043736,31.5141759079
16814,Kathleen F. McCoy,65,4089.0,0.00769230769231,31.4538461538
15609,Neil C. Rowe,67,4614.0,0.00679612682677,31.3573291787
2132,Deborah L. McGuinness,181,13696.0,0.00227455063492,31.1522454959
2865,Chunyan Miao,157,9699.0,0.0031847133758,30.8885350318
78653,Daniel Sheldon,16,1272.0,0.0241783004522,30.7547981751
26898,Pawan Goyal,46,2829.0,0.0108695652174,30.75
11233,Daniel P. Huttenlocher,80,5682.0,0.00538345697592,30.5888025372
435,Sarit Kraus,315,18040.0,0.00169170695068,30.5183933903
60757,Andrea S. LaPaugh,26,3085.0,0.00984453941576,30.3704040976
8816,Kamesh Munagala,82,3909.0,0.00769426528746,30.0768830087
23752,Bruce R. Schatz,53,6849.0,0.00436562666339,29.9001770176
23616,Irena Koprinska,53,1959.0,0.0150270628993,29.4380162198
3501,James Bailey,145,11897.0,0.0024566012904,29.2261855519
9656,Graeme Hirst,83,8036.0,0.00362686741764,29.1455065681
4966,Timothy W. Finin,125,12601.0,0.00231251861054,29.1400470115
2367,Hans-Jörg Schek,173,12882.0,0.00225548313975,29.0551338063
4675,Lei Yu,127,3688.0,0.00787401574803,29.0393700787
17799,Edward Omiecinski,64,9336.0,0.00309749786204,28.91824004
23428,Stratos Idreos,51,5283.0,0.00546946952257,28.8952074877
9909,S. V. N. Vishwanathan,72,4689.0,0.00598161886213,28.0478108445
2022,Alfred O. Hero III,148,4733.0,0.00591608307898,28.0008212128
2443,Christopher D. Manning,162,13553.0,0.00205761316872,27.8868312757
23363,David Yarowsky,51,3946.0,0.00698445464918,27.5606580457
12652,Ari Rappoport,78,4959.0,0.00552149433427,27.3810904037
1001,Yin Zhang,236,10161.0,0.0026734311592,27.1647340086
13639,Aram Galstyan,45,2441.0,0.0111111111111,27.1222222222
12104,Philip Resnik,72,7414.0,0.00364791020885,27.0456062884
31406,David J. Crandall,40,2501.0,0.0107669139518,26.9280517935
9853,Guo-Qiang Zhang,84,3778.0,0.00702493835693,26.5402171125
99710,Robert V. Baron,17,1759.0,0.0150563544006,26.4841273906
7234,Luca de Alfaro,97,2566.0,0.0103092783505,26.4536082474
22909,P. Sreenivasa Kumar,53,4202.0,0.0062893081761,26.427672956
13508,Thomas L. Griffiths,73,5352.0,0.00487955050833,26.1153543206
1239,Shu-Ching Chen,222,10397.0,0.00247378873909,25.7199815203
3080,Stanley B. Zdonik,150,9496.0,0.00270429422448,25.6799779557
3694,Ricardo da Silva Torres,142,11546.0,0.00222158363934,25.6504046998
42427,Shivani Agarwal 0001,31,2225.0,0.0114905544228,25.5664835908
21650,Edwina L. Rissland,56,6384.0,0.00400435400389,25.5637959608
28598,Yanhua Li,45,2298.0,0.0111111111111,25.5333333333
7941,Lyle H. Ungar,98,9756.0,0.00261181657969,25.4808825515
7316,Yike Guo,105,5045.0,0.00498660464542,25.1574204362
507,Bernhard Schölkopf,264,13241.0,0.00189393939394,25.0776515152
29840,Grzegorz Kondrak,44,3937.0,0.00633961240116,24.9590540234
6589,Lora Aroyo,109,5390.0,0.0045871559633,24.7247706422
97804,Steven P. Abney,16,1646.0,0.0149882791605,24.6707074982
8,Elisa Bertino,802,27731.0,0.000883178097339,24.4914118173
3051,Judy Kay,157,3740.0,0.00652122356203,24.389376122
13008,Ashwin Ram,77,5942.0,0.00409694645176,24.3440558164
10591,Charles Elkan,82,7154.0,0.00340174323965,24.3360711364
12179,Amihai Motro,80,3182.0,0.00761931257031,24.2446525987
17115,Anoop Sarkar,57,4942.0,0.00489373588862,24.1848427615
20092,Shanika Karunasekera,59,1421.0,0.0169491525424,24.0847457627
29212,Devika Subramanian,45,4629.0,0.00514173807022,23.801105527
20173,Gregory R. Crane,59,6275.0,0.00374685982131,23.5115453787
446,Amr El Abbadi,313,27998.0,0.000839135894688,23.4941267795
300,Divyakant Agrawal,348,31118.0,0.00075474004321,23.4860006646
1251,Sharad Mehrotra,217,16117.0,0.00145375519256,23.4301724385
8773,David R. Cheriton,91,3596.0,0.00648455848332,23.318472306
13895,Mark Dredze,72,6014.0,0.00387420757849,23.299484377
12452,Alex Thomo,74,5933.0,0.00390628143673,23.1759677641
12989,Dan Cosley,73,5841.0,0.00395979214134,23.1291458976
1366,Chen Li,212,11360.0,0.00203149319846,23.0777627345
16950,Andy Hopper,66,3429.0,0.00671225042021,23.0163066909
36378,Wendy G. Lehnert,35,3617.0,0.00631613512736,22.8454607557
22710,Mehran Sahami,53,4586.0,0.00495565160448,22.7266182581
6865,Koby Crammer,96,8430.0,0.0026662294251,22.4763140536
12299,Carla E. Brodley,78,6054.0,0.00370595931177,22.4358776734
11547,Daniel Jurafsky,79,6897.0,0.00323997499759,22.3461075584
31056,Joyce Yue Chai,43,3180.0,0.00700069757358,22.262218284
5068,Tommi S. Jaakkola,107,8514.0,0.0026069434173,22.1955162549
15758,James Davis,69,3916.0,0.00560656242369,21.9552984512
77508,Leslie L. Miller,21,2418.0,0.00907387678223,21.9406340594
577,John M. Carroll,289,10473.0,0.00209455472279,21.9362716118
13858,Balaraman Ravindran,69,4789.0,0.00457195473603,21.8950912308
14089,Jörg Sander,74,5806.0,0.00376949926556,21.8857127358
28327,Zanoni Dias,47,1038.0,0.0209790953254,21.7763009478
8278,Antonio Torralba,91,4596.0,0.00473270942938,21.7515325374
1652,George Karypis,198,15923.0,0.00136483916377,21.7323340048
3476,Letizia Tanca,148,5698.0,0.00380864547771,21.701661932
10921,Janyce Wiebe,76,5688.0,0.00380348455681,21.6342201592
761,Fei Wang,257,8796.0,0.00245497958588,21.5940004374
13031,Alan L. Cox,77,2583.0,0.00819389290353,21.1648253698
1930,Eamonn J. Keogh,186,16364.0,0.00128931433639,21.0983398007
8197,Sudha Ram,99,4127.0,0.00510754613933,21.078842917
5776,Yossi Matias,116,3229.0,0.00651687952422,21.0430039837
10755,Ömer Egecioglu,85,3594.0,0.00583259401621,20.9623428943
15393,Katrin Kirchhoff,69,4580.0,0.00457195473603,20.939552691
1470,Anupam Joshi,209,15060.0,0.00138308529339,20.8292645184
73,Yan Chen,527,11712.0,0.00176598967376,20.6832710591
70023,Philip W. Dart,23,2086.0,0.00989870646508,20.6487016862
30469,Alan Mislove,42,2434.0,0.00848112350257,20.6430546053
6962,Zhiyong Wang,105,3414.0,0.00600885479592,20.5142302733
3430,Ninghui Li,144,4630.0,0.00438145662202,20.28614416
49692,Ron Weiss,29,2537.0,0.00797855907447,20.2416043719
1095,M. Tamer Özsu,230,22103.0,0.000914390947205,20.2107831061
14429,Amy Greenwald,69,4586.0,0.00436275356035,20.0075878278
27358,Alan L. Tharp,48,5054.0,0.0039416741566,19.9212211875
5153,Frank M. Shipman III,123,10214.0,0.00194969485015,19.9141831994
58445,Nava Tintarev,27,1073.0,0.0185185185185,19.8703703704
6019,Shai Shalev-Shwartz,83,6376.0,0.00308383162421,19.662510436
1206,Xin He,219,4897.0,0.00396820898463,19.4323193977
1054,Aidong Zhang,234,17604.0,0.00109383771286,19.2559190972
29479,Alessandro Vespignani,23,1403.0,0.0137158642081,19.2433574839
9776,Jason J. Corso,81,3100.0,0.00617283950617,19.1358024691
21217,Ronald J. Brachman,57,5293.0,0.0036113479379,19.1148646353
3113,Simon King,156,6816.0,0.00276074716714,18.8172526912
3137,Raymond T. Ng,151,10181.0,0.00184730427584,18.8074048323
13676,Michael W. Berry,75,2769.0,0.00676400102874,18.7295188486
1967,Ahmed K. Elmagarmid,186,13154.0,0.00141209427439,18.5746880854
113199,Raghavan Manmatha,15,985.0,0.0185961963767,18.3172534311
20760,Raquel Oliveira Prates,58,2729.0,0.0066698759868,18.202091568
9817,Yonatan Aumann,87,5258.0,0.00346011489269,18.1932841058
193,Alok N. Choudhary,405,16324.0,0.00106339890882,17.3589237876
16123,Piotr Sankowski,54,667.0,0.0256824593932,17.1302004153
53509,Joseph G. Davis,29,1940.0,0.00882613878655,17.1227092459
18836,Gustavo Carneiro,60,3615.0,0.00464904909419,16.8063124755
27547,Ulrike Stege,46,2674.0,0.00628401796343,16.8034640342
14605,Mark Steedman,70,4374.0,0.00375213621482,16.4118438036
15529,Ran El-Yaniv,60,3937.0,0.00416666666667,16.4041666667
22432,Hagit Shatkay,51,2987.0,0.00546946952257,16.3373054639
326,Yan Liu,341,11044.0,0.00146627565982,16.1935483871
25802,Janet L. Kolodner,50,4148.0,0.00383917440013,15.9248954117
27096,Srinath Srinivasa,48,2637.0,0.00602218388162,15.8804988958
11112,Andrew McGregor,73,2314.0,0.00684931506849,15.8493150685
15588,Michael S. Bernstein,66,3296.0,0.00477977086039,15.7541247558
12517,Wee Kheng Leow,78,4915.0,0.00320512820513,15.7532051282
1617,Shashi Shekhar,197,10257.0,0.00152807104398,15.6734246981
29942,Robert Neches,45,3425.0,0.00457437405468,15.6672311373
20111,Martin Raubal,59,2120.0,0.00729960267921,15.4751576799
1281,Lu Wang,220,6808.0,0.00227272727273,15.4727272727
22709,Shaojun Wang,54,3086.0,0.00500441026717,15.4436100845
2564,Scott E. Hudson,169,6311.0,0.00243881067716,15.3913341835
11113,James A. Storer,85,4964.0,0.00308999452985,15.3387328462
46601,Joseph N. Wilson,32,1251.0,0.0120891502261,15.1235269328
18067,Jon Doyle,63,3396.0,0.00442766580399,15.0363530703
2474,Ehud Rivlin,168,5341.0,0.00280533514194,14.9832949931
7810,Guus Schreiber,101,2971.0,0.0049504950495,14.7079207921
21271,Jon Oberlander,56,2736.0,0.00537553563686,14.7074655024
22749,Panos Constantopoulos,55,3490.0,0.0042068766029,14.6819993441
66,Xi Chen,526,9907.0,0.00148088012481,14.6710793965
302,Matthias Jarke,352,8204.0,0.00178266273715,14.6249650956
6480,Benjamin B. Bederson,111,5774.0,0.00251299951037,14.5100591729
93,Hermann Ney,524,24049.0,0.000602032207606,14.4782725607
4561,Peter Scheuermann,131,9548.0,0.00151328139825,14.4488107905
624,Serge Abiteboul,276,11158.0,0.00129060575039,14.4005789629
1891,Gio Wiederhold,189,9398.0,0.00152944352549,14.3737102526
14144,John W. Byers,68,1227.0,0.0115718197821,14.1986228726
7709,Jeffrey P. Bigham,100,3296.0,0.00430676558073,14.1950993541
51545,Roy Schwartz,26,736.0,0.0192307692308,14.1538461538
4418,Moses Charikar,121,5358.0,0.00260714774203,13.9690976018
1867,Yannis E. Ioannidis,186,11988.0,0.00115773268299,13.8788994037
14055,Murat Demirbas,74,2840.0,0.00481361063659,13.6706542079
10734,Laura M. Haas,85,5014.0,0.00272209662541,13.6485924798
16728,Wayne Ward,66,3509.0,0.00387815189106,13.6084349857
53407,Ronald Rosenfeld,29,1483.0,0.00905688051852,13.431353809
640,Dan Suciu,256,13322.0,0.000999836034413,13.3198156505
24606,Rakesh M. Verma,51,2640.0,0.00501878480019,13.2495918725
42761,Vera Lúcia Strube de Lima,34,1800.0,0.00735294117647,13.2352941176
6884,Yousef Saad,105,5089.0,0.00257369670883,13.0975425512
22521,Donald D. Chamberlin,55,3906.0,0.00333035001661,13.0083471649
17574,Estevam R. Hruschka Jr.,64,2319.0,0.00556573729856,12.9069447954
26383,Fred Popowich,41,1894.0,0.0068034864793,12.8858033918
648,Michael Stonebraker,278,18214.0,0.000707056231053,12.8783221924
10249,Reginald L. Lagendijk,88,4056.0,0.00316980620058,12.8567339496
5856,Xiangyu Zhang,112,4007.0,0.00318042131346,12.7439482031
6747,David B. Leake,109,5250.0,0.00240962876181,12.6505509995
80559,Gregory J. E. Rawlins,20,1033.0,0.0122325271059,12.6362005004
5459,Roland H. C. Yap,117,5784.0,0.00213675213675,12.358974359
21041,Batya Friedman,56,2960.0,0.0040655401553,12.0339988597
514,Krithi Ramamritham,299,15721.0,0.000761438958853,11.9705818721
8699,Stefano Lonardi,95,3166.0,0.00374954933798,11.871073204
11965,Jaswinder Pal Singh,78,3608.0,0.00328151313859,11.839699404
5416,Daniel Schwabe,119,6459.0,0.00183280917635,11.83811447
1593,Limsoon Wong,201,7527.0,0.00156947699893,11.813453371
12866,Sara Comai,78,3673.0,0.00320512820513,11.7724358974
1058,Michael Mitzenmacher,195,2839.0,0.00403530125734,11.4562202696
12962,Tom Gedeon,77,2048.0,0.0055932020529,11.4548778043
146,Hao Chen,433,10219.0,0.00111885221406,11.4335507754
4764,David B. Skillicorn,129,4839.0,0.00233356585786,11.2921251862
57644,Radford M. Neal,22,1032.0,0.010700405153,11.0428181179
1662,Dennis Shasha,197,10281.0,0.00106756303481,10.9756155609
20431,P. David Stotts,59,1453.0,0.00751565272954,10.920243416
7122,Cristina Videira Lopes,103,2892.0,0.00375585249742,10.8619254225
13326,David K. Gifford,76,3544.0,0.00304445017315,10.7895314137
5011,James A. Landay,126,5416.0,0.00198412698413,10.746031746
9010,Sandhya Dwarkadas,94,3733.0,0.00287487398327,10.7319045795
34624,Maria Indrawan,40,1884.0,0.00569175621742,10.7232687136
11875,Hava T. Siegelmann,79,3922.0,0.00269298801966,10.5618990131
11014,Jeffrey Heer,85,3582.0,0.00294117647059,10.5352941176
2082,Jing Xiao,181,4925.0,0.00213730832726,10.5262435118
49889,Robert Levinson,30,1509.0,0.00693381992255,10.4631342631
14185,Ramesh K. Sitaraman,66,2384.0,0.00437977009573,10.4413719082
933,Bu-Sung Lee,240,5799.0,0.00179448565864,10.4062223344
133,John Mylopoulos,462,11247.0,0.000921316443493,10.36204604
73935,Apostolos Gerasoulis,22,941.0,0.0109005666622,10.2574332291
614,Bin Ma,283,10373.0,0.000985664118909,10.2242939054
15922,Clarence A. Ellis,68,1721.0,0.00591227809207,10.1750305965
5359,Yi Deng,118,3590.0,0.00282485875706,10.1412429379
3329,Richard R. Muntz,152,6743.0,0.00149783058353,10.0998716248
13312,Mostafa A. Bassiouni,76,3738.0,0.00268151377751,10.0234985003
45796,Saroj Kaushik,33,1093.0,0.00912212108073,9.97047834123
1598,Zhi-Li Zhang,196,3907.0,0.00255102040816,9.96683673469
5425,Mark S. Drew,121,4788.0,0.00206611570248,9.89256198347
1010,John Shawe-Taylor,223,8442.0,0.00114779383323,9.68967554011
21526,Judith S. Olson,57,2526.0,0.00382639108747,9.66546388694
731,Jian Ma,265,6544.0,0.00145982191409,9.55307460582
53,Yang Liu,568,12558.0,0.00075823337689,9.52189474698
6439,Robert E. Kraut,112,5364.0,0.00176999877831,9.49427344685
104,Nicholas R. Jennings,481,16347.0,0.000579922963932,9.48000069139
805,Kai Li,253,7596.0,0.00124689674619,9.47142768405
23253,Ondrej Lhoták,54,2111.0,0.00444097160311,9.37489105417
7493,Mark S. Ackerman,103,4092.0,0.00228552343074,9.3523618786
60045,Daisuke Kihara,26,766.0,0.0121332644918,9.29408060069
54597,Helen Nissenbaum,25,991.0,0.00910680994788,9.02484865835
27662,Yashar Ganjali,48,863.0,0.0104166666667,8.98958333333
3901,Xi Wang,138,3189.0,0.00280328121184,8.93966378457
32105,Edward Sciore,43,1843.0,0.00483754878317,8.91560240739
12734,Liam Roditty,69,745.0,0.0118482516711,8.82694749499
1187,Xue Liu,221,4515.0,0.00194876270621,8.79866361856
10335,Alan Borning,88,3779.0,0.00227272727273,8.58863636364
21366,Roger B. Dannenberg,57,2411.0,0.00350877192982,8.45964912281
97205,Roger W. Ehrich,17,671.0,0.0125144737384,8.39721187849
48217,Maria Emilia Telles Walter,31,541.0,0.0154857888866,8.37781178766
18596,Elisa Quintarelli,62,1723.0,0.00485532251071,8.36572068595
28175,Alan W. Biermann,47,1953.0,0.00425531914894,8.31063829787
34940,Peter Marbach,38,886.0,0.00937387334495,8.30525178362
853,Venu Govindaraju,250,6556.0,0.00126185950714,8.27275092883
18353,Gary M. Olson,63,2372.0,0.00346197288866,8.2117996919
1651,Fillia Makedon,199,5650.0,0.00145258706692,8.20711692812
10096,W. Keith Edwards,89,2954.0,0.00274888249571,8.12019889233
6953,Eytan Ruppin,108,3406.0,0.0023699817112,8.07215770835
165383,Marcelo Augusto Santos Turine,11,351.0,0.0227272727273,7.97727272727
8567,Claudia Eckert,97,1532.0,0.00515463917526,7.89690721649
1276,Song Wang,215,6985.0,0.00111540682125,7.79111664641
38483,Josiah Poon,37,1064.0,0.00730373390344,7.77117287326
31359,H. Rex Hartson,41,1501.0,0.00512951019164,7.69939479765
13239,Kellogg S. Booth,76,2677.0,0.0028697933156,7.68243670586
1768,Barbara Pernici,193,3619.0,0.00210494539299,7.61779737723
384,Daniela Rus,318,10429.0,0.000727604443899,7.58818674542
3858,Alexander Borgida,138,4938.0,0.00152398491201,7.5254374955
2686,Ishfaq Ahmad,166,5209.0,0.00144465341306,7.52519962863
2165,Ouri Wolfson,180,5636.0,0.00133229148093,7.50879478654
9402,Robert J. K. Jacob,92,3223.0,0.00231245710384,7.45304924568
10189,Jacques Wainer,89,2700.0,0.00269452209627,7.27520965993
922,Brad A. Myers,247,8461.0,0.000851457157316,7.20417900805
130963,John C. Lusth,13,462.0,0.0152492202439,7.04513975268
265,Georg Gottlob,344,10543.0,0.000661832118305,6.97769602329
3144,Lotfi A. Zadeh,154,5192.0,0.00132334446163,6.87080444477
4470,Patrick Martin,132,4464.0,0.00152915974683,6.82616910987
1649,Marek Chrobak,175,1851.0,0.00360531287755,6.67343413635
37132,T. V. Prabhakar,36,792.0,0.008361944324,6.62265990461
6864,Maria da Graça Campos Pimentel,108,2547.0,0.00258280505233,6.57840446827
354,Hao Li,339,5763.0,0.00114115872341,6.57649772299
12,Jing Li,742,16062.0,0.000405700802782,6.51636629428
72865,Evan Drumwright,21,556.0,0.0116500258152,6.47741435323
1997,Piotr Indyk,168,3519.0,0.00179184521229,6.30550330203
6605,Ying Lu,110,2771.0,0.00218011333244,6.04109404418
17017,Lisa Hellerstein,60,1265.0,0.00464904909419,5.88104710414
1555,Sargur N. Srihari,204,5916.0,0.000963537412906,5.70028733475
8405,Franca Garzotto,98,2514.0,0.00222555399985,5.59504275563
560,B. John Oommen,294,8068.0,0.000693180432281,5.59257972764
85,Viktor K. Prasanna,523,5642.0,0.000956022944551,5.39388145315
5118,Paul Dourish,125,2723.0,0.00195720433695,5.3294674095
15480,Giora Slutzki,70,1519.0,0.00342589237954,5.20393052453
150480,Jorgen P. Bansler,12,283.0,0.0181753576655,5.14362621933
3456,Gerhard Fischer,149,3597.0,0.00142782586277,5.1358896284
4045,Scott Aaronson,99,2149.0,0.00233715366828,5.02254323313
26628,Kalina Yacef,49,950.0,0.00522363315938,4.96245150141
10791,Lucian Ilie,84,1238.0,0.00396825396825,4.9126984127
28611,Daniel G. Brown 0001,46,711.0,0.00685793210404,4.87598972597
45359,Duncan H. Lawrie,33,845.0,0.00565613367391,4.77943295445
12972,Henry S. Baird,77,1481.0,0.00317727976777,4.70555133607
10826,Jyrki Katajainen,82,869.0,0.00525215314724,4.56412108495
1469,Arnold L. Rosenberg,209,3802.0,0.0011961722488,4.54784688995
902,Peter Widmayer,247,4609.0,0.000970900674365,4.47488120815
17201,Vernon Rego,65,670.0,0.00662579320113,4.43928144476
55626,Panagiotis Stamatopoulos,23,388.0,0.0114195450016,4.43078346063
3760,David Lee,139,2233.0,0.00194415938437,4.3413079053
4038,Bala Srinivasan,137,2582.0,0.00166182663282,4.29083636595
43557,Marco M. Carvalho,34,555.0,0.00772498632462,4.28736741017
87149,David R. Smith,19,431.0,0.00982381111784,4.23406259179
1165,Shi-Kuo Chang,227,4587.0,0.000897775537844,4.11809639209
38968,Jean-Marc Steyaert,37,553.0,0.00730373390344,4.0389648486
7322,Peter Druschel,104,1154.0,0.00342506910681,3.95252974926
55800,Nicos Malevris,28,324.0,0.0119047619048,3.85714285714
623,Jing Chen,280,3507.0,0.00107510712737,3.77040069569
19502,Viviane Torres da Silva,60,928.0,0.0039968744428,3.70909948292
6950,Gianfranco Ciardo,106,602.0,0.00595216748652,3.58320482689
34479,Gary J. Nutt,39,696.0,0.00504004185212,3.50786912908
7473,J. Eliot B. Moss,104,1692.0,0.00202221074863,3.42158058668
28979,Mark Daley,44,612.0,0.00545028333109,3.33557339863
79556,David Banks,21,286.0,0.0114196412651,3.26601740183
49720,Sylvie Hamel,29,334.0,0.00961872226383,3.21265323612
2930,Stephen T. C. Wong,160,2318.0,0.00138165455911,3.20267526802
70292,Hans Hinterberger,23,297.0,0.0106369800921,3.15918308735
12501,Tamás D. Gedeon,79,949.0,0.00323997499759,3.07473627272
4801,Pavel A. Pevzner,128,1663.0,0.00183913213568,3.05847674163
10437,David Fernández-Baca,78,984.0,0.00307451880216,3.02532650132
4078,Dror G. Feitelson,137,1484.0,0.00203607989526,3.02154256457
19235,Paulo Cesar Masiero,61,718.0,0.00409836065574,2.94262295082
12750,Max H. Garzon,78,930.0,0.00313654541177,2.91698723295
14124,Maria Cristina Ferreira de Oliveira,72,834.0,0.00347222222222,2.89583333333
112,Erik D. Demaine,407,3025.0,0.000950498297874,2.87525735107
4919,Srinivas Aluru,126,1185.0,0.00238912694971,2.83111543541
1338,Deborah Estrin,213,2728.0,0.000998807763161,2.7247475779
9579,Prasun Dewan,91,1077.0,0.00236635471469,2.54856402772
10246,Giri Narasimhan,87,868.0,0.00275646513297,2.39261173542
6523,Cristiana Bolchini,110,1002.0,0.00238772304579,2.39249849188
628,Carlos José Pereira de Lucena,284,2818.0,0.00084441009355,2.37954764362
4914,Richard N. Taylor,127,1193.0,0.0019263822214,2.29817399013
2731,Lila Kari,146,1346.0,0.00164255114088,2.21087383562
15737,Hugo Fuks,69,609.0,0.00347554299374,2.11660568319
14549,Jeremy T. Bradley,71,426.0,0.00469483568075,2.0
50381,Russell J. Deaton,30,223.0,0.00815501807061,1.81856902975
20770,Eugene Fiume,58,447.0,0.00351370770846,1.57062734568
12527,Fabio Salice,78,457.0,0.00336730173125,1.53885689118
7359,Daniel M. Berry,105,721.0,0.00190476190476,1.37333333333
13089,Mauricio Ayala-Rincón,72,414.0,0.0032695682412,1.35360125186
18737,David M. Eyers,62,294.0,0.00412835523887,1.21373644023
14446,Shankara Narayanan Krishna,58,290.0,0.00413469769945,1.19906233284
